"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#5975","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5976","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5977","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5980","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5960","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3541","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4488","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3295","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3409","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3990","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5952","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4907","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4890","Hex colour","src/App.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/app/app-context.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/app-context.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4486","Hex colour","src/app/country-intel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4571","Hex colour","src/app/country-intel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4617","Hex colour","src/app/country-intel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3027","Hex colour","src/app/country-intel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2972","Hex colour","src/app/country-intel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4571","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4404","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5697","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4922a","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5873","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5165","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5877","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3718","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4922","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/app/data-loader.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4403","Hex colour","src/app/event-handlers.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6045","Hex colour","src/app/event-handlers.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5632","Hex colour","src/app/event-handlers.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/event-handlers.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5165","Hex colour","src/app/hydration-scheduler.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5877","Hex colour","src/app/news-digest-acceptance.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/news-feed-rotation.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5873","Hex colour","src/app/news-feed-rotation.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/news-loader-sequencing.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5871","Hex colour","src/app/news-panel-keys.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/news-panel-keys.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#257","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5871","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4382","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4490","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4931","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4934","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4771","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5159","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5205","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5201","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5376","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5332","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4459","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4404","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3505","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3990","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6045","Hex colour","src/app/panel-layout.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4460","Hex colour","src/app/panel-mount-deferral.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4443","Hex colour","src/app/panel-mount-deferral.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5621","Hex colour","src/app/pro-activation-controller.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5607","Hex colour","src/app/pro-activation-controller.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6045","Hex colour","src/app/search-manager.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3366","Hex colour","src/app/search-manager.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5332","Hex colour","src/bootstrap/cls-mover-tracker.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4580","Hex colour","src/bootstrap/cls-mover-tracker.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5137","Hex colour","src/bootstrap/cls-mover-tracker.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5333","Hex colour","src/bootstrap/cls-mover-tracker.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4580","Hex colour","src/bootstrap/cls-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4565","Hex colour","src/bootstrap/cls-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5332","Hex colour","src/bootstrap/cls-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5368","Hex colour","src/bootstrap/globe-marker-probe.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5336","Hex colour","src/bootstrap/globe-marker-probe.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4537","Hex colour","src/bootstrap/inp-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4565","Hex colour","src/bootstrap/inp-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5368","Hex colour","src/bootstrap/inp-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4512","Hex colour","src/bootstrap/lcp-attribution.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5079","Hex colour","src/bootstrap/lcp-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4565","Hex colour","src/bootstrap/lcp-report.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3994","Hex colour","src/bootstrap/sentry-defer.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3466","Hex colour","src/bootstrap/stale-bundle-check.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3499","Hex colour","src/bootstrap/stale-bundle-check.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4565","Hex colour","src/bootstrap/web-vitals-utils.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e67e22","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f39c12","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#95a5a6","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#27ae60","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2ecc71","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9432","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9888","Hex colour","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px"">","Border radius","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px"">","Border radius","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"6px","Border radius","src/components/AAIISentimentPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f59e0b","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f97316","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3707","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9ca3af","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6b7280","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8b5cf6","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#14b8a6","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0ea5e9","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaa","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2a2a2a","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/components/AirlineIntelPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"inherit","Font family declaration","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3707","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7d7d8a","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f59e0b","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9ca3af","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f97316","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#44ff88","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2a2a2a","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6b7280","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e8e8e8","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3756","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#60a5fa","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#141414","Hex colour","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"2px"">${escapeHtml(c)}</button>`","Border radius","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"8px","Border radius","src/components/AviationCommandBar.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4634","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4635","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#666","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eab308","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1a1a","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0d0d0d","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#999","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#111","Hex colour","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"6px","Border radius","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/BusinessSeatsSection.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3725","Hex colour","src/components/CIIPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5600","Hex colour","src/components/ChatAnalystPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5608","Hex colour","src/components/ChatAnalystPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5622","Hex colour","src/components/ChatAnalystPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4537","Hex colour","src/components/ChatAnalystPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e67e22","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f39c12","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2ecc71","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eee","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"8px","Border radius","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"9px","Border radius","src/components/ChokepointStripPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888888","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6f6f6f","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4418","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4421","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff4444","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff8800","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffcc00","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#44cc44","Hex colour","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"10px","Border radius","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"6px","Border radius","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/CorrelationPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2ecc71","Hex colour","src/components/CotPositioningPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/CotPositioningPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"2px"">","Border radius","src/components/CotPositioningPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"1px""></div>","Border radius","src/components/CotPositioningPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, sans-serif","Font family declaration","src/components/CountryBriefPage.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/CountryBriefPage.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#111","Hex colour","src/components/CountryBriefPage.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2973","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f59e0b","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#64748b","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6b6b6b","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8B4513","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#D2691E","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6A0DAD","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1E90FF","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#87CEEB","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#FFD700","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#32CD32","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6b7280","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#aaa","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#374151","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2971","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3377","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ddd","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1f2937","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e5e7eb","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#15803d","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dcfce7","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#b45309","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fef3c7","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#b91c1c","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fee2e2","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1c1400","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#d1d5db","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9ca3af","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#94a3b8","Hex colour","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px`","Border radius","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px'","Border radius","src/components/CountryDeepDivePanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffaa00","Hex colour","src/components/CountryTimeline.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff4444","Hex colour","src/components/CountryTimeline.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#b478ff","Hex colour","src/components/CountryTimeline.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#64b4ff","Hex colour","src/components/CountryTimeline.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2973","Hex colour","src/components/CountryTimeline.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-mono)","Font family declaration","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-mono)"">${escapeHtml(evalTime)}</div>` : ''}","Font family declaration","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff8c8c","Hex colour","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"2px"">${escapeHtml(t)}</span>`","Border radius","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/components/CrossSourceSignalsPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/DailyMarketBriefPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4404","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
